ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Tax status","Tax class","In stock?",Stock,"Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Attribute 1 name","Attribute 1 value(s)","Attribute 1 visible","Attribute 1 global","Attribute 1 default"
,variation,BVL-PIZZA-MARGHERITA-12,Margherita,1,0,visible,,,taxable,,1,,,,,,,,,0,,,13.95,,,,,,,,BVL-PIZZA-MARGHERITA,,,,,,,Size,"12""",0,0,
,variation,BVL-PIZZA-MARGHERITA-16,Margherita,1,0,visible,,,taxable,,1,,,,,,,,,0,,,18.95,,,,,,,,BVL-PIZZA-MARGHERITA,,,,,,,Size,"16""",0,0,
66,variable,BVL-PIZZA-MEAT-LOVERS,"Meat Lover's",1,0,visible,"Pepperoni, sausage, bacon & meatballs","Pepperoni, sausage, bacon & meatballs",taxable,,1,,,,,,,,,1,,,,"Stone Oven Baked",,,assets/photos/menu/pizza-meat-lovers.jpg,,,,,,,,,65,Size,"12"" | 16""",1,0,
,variation,BVL-PIZZA-MEAT-LOVERS-12,"Meat Lover's",1,0,visible,,,taxable,,1,,,,,,,,,0,,,14.95,,,,,,,,BVL-PIZZA-MEAT-LOVERS,,,,,,,Size,"12""",0,0,
,variation,BVL-PIZZA-MEAT-LOVERS-16,"Meat Lover's",1,0,visible,,,taxable,,1,,,,,,,,,0,,,22.95,,,,,,,,BVL-PIZZA-MEAT-LOVERS,,,,,,,Size,"16""",0,0,
67,variable,BVL-PIZZA-WHITE-PIE,"White Pie",1,0,visible,"Mozzarella & ricotta cheese","Mozzarella & ricotta cheese",taxable,,1,,,,,,,,,1,,,,"Stone Oven Baked",,,assets/photos/menu/pizza-white-pie.jpg,,,,,,,,,66,Size,"12"" | 16""",1,0,
,variation,BVL-PIZZA-WHITE-PIE-12,"White Pie",1,0,visible,,,taxable,,1,,,,,,,,,0,,,13.95,,,,,,,,BVL-PIZZA-WHITE-PIE,,,,,,,Size,"12""",0,0,
,variation,BVL-PIZZA-WHITE-PIE-16,"White Pie",1,0,visible,,,taxable,,1,,,,,,,,,0,,,18.95,,,,,,,,BVL-PIZZA-WHITE-PIE,,,,,,,Size,"16""",0,0,
68,variable,BVL-PIZZA-CHICKEN-PARM,"Chicken Parmesan",1,0,visible,"Breaded chicken cutlet, pomodoro sauce mozzarella & fresh basil","Breaded chicken cutlet, pomodoro sauce mozzarella & fresh basil",taxable,,1,,,,,,,,,1,,,,"Stone Oven Baked",,,assets/photos/menu/pizza-chicken-parm.jpg,,,,,,,,,67,Size,"12"" | 16""",1,0,
,variation,BVL-PIZZA-CHICKEN-PARM-12,"Chicken Parmesan",1,0,visible,,,taxable,,1,,,,,,,,,0,,,14.95,,,,,,,,BVL-PIZZA-CHICKEN-PARM,,,,,,,Size,"12""",0,0,
